Groot_Taxon,Taxon,Database_Groot,Coarse_root_fine_root_mass_ratio,Fine_root_mass_leaf_mass_ratio,Lateral_spread,Mean_Root_diameter,Net_nitrogen_uptake_rate,Root_branching_density,Root_branching_ratio,Root_C_concentration,Root_C_N_ratio,Root_Ca_concentration,Root_cortex_thickness,Root_dry_matter_content,Root_K_concentration,Root_length_density_volume,Root_lifespan_mean,Root_lifespan_median,Root_lignin_concentration,Root_litter_mass_loss_rate,Root_mass_density,Root_mass_fraction,Root_Mg_concentration,Root_Mn_concentration,Root_mycorrhizal colonization,Root_N_concentration,Root_N_P_ratio,Root_P_concentration,Root_production,Root_stele_diameter,Root_stele_fraction,Root_tissue_density,Root_total_structural_carbohydrate_concentration,Root_turnover_rate,Root_vessel_diameter,Root_xylem_vessel_number,Rooting_depth,Specific_root_area,Specific_root_length,Specific_root_respiration
Silene nutans,Silenenutans,Groot,,,,,,,,,,,,,,,,,,,,0.674479167,,,0,,,,,,,,,,,,,,,
Silene odoratissima,Sileneodoratissima,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Silene otites,Sileneotites,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,
Silene rupestris,Silenerupestris,Groot,,,,0.576,,,,419.2,49.02923977,,,0.2893,,,,,103.1,,,,,,,8.55,,,,,,,318.7,,,,,,17.65,5.43
Silene sibirica,Silenesibirica,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Silene suffrutescens,Silenesuffrutescens,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Silene tachtensis,Silenetachtensis,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Silene uniflora,Sileneuniflora,Groot,,,,,,,,1140.017367,,,,0.353167494,,,,,,,,1.219906226,,,,245.44386,,,,,,,,,,,,,,328.3676459
Silene vulgaris,Silenevulgaris,Groot,,,,0.158166667,,,,,,,,,,,,,,,,2.216129032,,,,22.74,,,,,,0.213333333,,,,,,1255.552469,267.42,
Silene wallichiana,Silenewallichiana,Groot,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,
Silene wolgensis,Silenewolgensis,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Silphium iaciniatum,Silphiumiaciniatum,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,
Silphium integrifolium,Silphiumintegrifolium,Groot,,,,1.5723,,,,,,,,,,,,,,,,2.111281872,,,,,,,,,,1.02737857,,,,,2.53,,131.8547412,
Silphium laciniatum,Silphiumlaciniatum,Groot,,,,2.2354,,,,,,,,,,,,,,,,3.847879848,,,,,,,,,,1.33860975,,,,,4.1656,,327.4088555,
Silphium perfoliatum,Silphiumperfoliatum,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silphium terebinthinaceum,Silphiumterebinthinaceum,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,
Simarouba versicolor,Simaroubaversicolor,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Simira rubescens,Simirarubescens,Groot,128.9973991,1.232719629,,,,,,,,,,,,,,,,,,11.12972725,,,,,,,,,,,,,,,,,,
Simmondsia chinensis,Simmondsiachinensis,Groot,26.6043538,,,,,,,,,,,,,,,,,,,3.836507671,,,,,,,,,,,,,,,,,233.5847466,
Sinapis alba,Sinapisalba,Groot,,,,0.166,,,,,,,,,,,,,,,,1.457182937,,,,,,,,,,0.478861789,,,,,,536.4094302,116.1128746,
Sindora coriacea,Sindoracoriacea,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Sindora echinocalyx,Sindoraechinocalyx,Groot,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,
Sisymbrium erucastrifolium,Sisymbriumerucastrifolium,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Sisymbrium officinale,Sisymbriumofficinale,Groot,,,,,,,,,,,,,,,,,,7.293362159,,2.255823104,,,,19.4,,,,,,,,,,,,,914,
Sisymbrium strictissimum,Sisymbriumstrictissimum,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium volgense,Sisymbriumvolgense,Groot,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium albidum,Sisyrinchiumalbidum,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,
Sisyrinchium montanum,Sisyrinchiummontanum,Groot,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sium ,Sium,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,
Sium latifolium,Siumlatifolium,Groot,,,9.9,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Sium sisarum,Siumsisarum,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sloanea berteriana,Sloaneaberteriana,Groot,,,,,,,,,,,,,,,,,,,,,,,,3.84444,15.04347826,0.25556,,,,,,,,,,,,
Smilacina stellata,Smilacinastellata,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0064,,,
Smilax aspera,Smilaxaspera,Groot,,,,0.9401375,,,,,,,,0.785428757,,,,,,,,,,,29.6,,,,,,,1.300281018,,,,,,281.1488734,20.5770876,
Smilax excelsa,Smilaxexcelsa,Groot,,,,,,,,,,,,,,,,,,,,,,,80,,,0.4,,,,,,,,,,,,
Smilax rotundifolia,Smilaxrotundifolia,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,
Smilax trinervula,Smilaxtrinervula,Groot,,,,0.309133333,,,,476.351013,31.62013444,,,,,,,,,,,,,,,15.064851,,,,,,0.122,,,,,,,109.7159016,
Soja hispida,Sojahispida,Groot,,,,,,,,462,31.6,,,,,,,,260,,,,,,,15,,,,,,,620,,,,,,,
Solanum aviculare,Solanumaviculare,Groot,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,
Solanum carolinense,Solanumcarolinense,Groot,,,,1.3591,,,,,,,,,,,,,,,,2.23549863,,,,,,,,,,1.85167349,,,,,,,540.7507889,
Solanum dulcamara,Solanumdulcamara,Groot,,,19,,,,,,,,,0.2572,,,,,,,,5.224299732,,,90,,,,,,,,,,,,,,,
Solanum elaeagnifolium,Solanumelaeagnifolium,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,,,
Solanum esculentum,Solanumesculentum,Groot,,,,0.448,,,,,,,,,,,,,,,,0.356,,,,,,,,,,0.036,,,,,,,184.021,
Solanum lycopersicum,Solanumlycopersicum,Groot,,,,,,,,,,,,1.49,,,,,,,,12.46,,,,837.33,,217.53,,,,,,,,,,,799,
Solanum melongena,Solanummelongena,Groot,,,,,,,,,,,,,,,,,,,,,,,69.31,,,,,,,,,,,,,,,
Solanum nigrum,Solanumnigrum,Groot,,,,0.413,,,,419.6,34.08610885,,,0.1728,,,,,157.3,,,,,,66,12.31,,,,,,,546.7,,,,,,42.08,22.53
Solanum pimpinellifolium,Solanumpimpinellifolium,Groot,,,,0.415,,,,,,,,,,,,,,,,0.419,,,,,,,,,,0.041,,,,,,,194.177,
Solanum riparium,Solanumriparium,Groot,17.47151322,0.813198245,,,,,,,,,,,,,,,,,,3.230991135,,,,,,,,,,,,,,,,,,
Solanum rostratum,Solanumrostratum,Groot,,,,1.8759,,,,,,,,,,,,,,,,1.194665531,,,,,,,,,,1.63295127,,,,,,,1263.332626,
Solanum trilobactum,Solanumtrilobactum,Groot,,,,,,,,,,,,,,,,,,,,,,,49.21,,,,,,,,,,,,,,,
Solanum tuberosum,Solanumtuberosum,Groot,,,13,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,
Soldanella alpina,Soldanellaalpina,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soldanella hungarica,Soldanellahungarica,Groot,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soldanella minima,Soldanellaminima,Groot,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soldanella montana,Soldanellamontana,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soldanella pusilla,Soldanellapusilla,Groot,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidago canadensis,Solidagocanadensis,Groot,,,16.9,3.74043997,,,,,,,,,,,,,405.7717543,,,,,,0,,,,,,,,,,,,3.3528,,2155.962454,
Solidago caucasica,Solidagocaucasica,Groot,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,
Solidago decurrens,Solidagodecurrens,Groot,,,,0.248225,,,,531.5200473,41.66350055,,,,,,,,,,,,,,,12.757889,,,,,,0.101587302,,,,,,,202.88375,
Solidago gigantea,Solidagogigantea,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidago graminifolia,Solidagograminifolia,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidago missouriensis,Solidagomissouriensis,Groot,,,,0.323716667,,,,,,,,,,,,,,,,,,,,,,,,,,0.208174196,,,,,1.32,,100.2127031,
Solidago mollis,Solidagomollis,Groot,,,,0.767,,,,,,,,,,,,,,,,0.654222012,,,,,,,,,,0.41077234,,,,,,,86.7335385,
Solidago multiradiata,Solidagomultiradiata,Groot,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,
Solidago nana,Solidagonana,Groot,,,,,,,,446.1059952,38.39722291,,,,,,,,,,,,,,,11.61818385,,,,,,,,,,,,,284.6290687,
Solidago nemoralis,Solidagonemoralis,Groot,,,,2.98945,,,,,40.3,,,,,,267,,,,,3.097303075,,,,163.264015,,,,,,1.398557908,,,,,,5808.134953,1585.963789,298.138374
Solidago oreophila,Solidagooreophila,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9652,,,
Solidago petiolaris,Solidagopetiolaris,Groot,,,,2.6483,,,,,,,,,,,,,,,,2.755800161,,,,,,,,,,2.64827082,,,,,,,294.481467,
Solidago ptarmicoides,Solidagoptarmicoides,Groot,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,34,
Solidago rigida,Solidagorigida,Groot,,,,1.447120233,,,,,66.4,,,,,,433,,,1.533693585,,,,,,25.160275,,,,,,0.638340355,,,,,3.944,,141.3437193,17.75465173
Solidago speciosa,Solidagospeciosa,Groot,,,,0.38,,,,,53,,,,,,,,,,,,,,,17.806593,,,,,,0.19,,,,,,,114,17.76936033
Solidago ulmifolia,Solidagoulmifolia,Groot,,,,2.1636,,,,,,,,,,,,,,,,2.207300529,,,,,,,,,,2.20601744,,,,,,,319.8026162,
Solidago velutina,Solidagovelutina,Groot,,,,,,,,395.2482605,32.86066938,,,,,,,,,,,,,,,12.02800393,,,,,,,,,,,,,97.41003353,
Solidago virgaurea,Solidagovirgaurea,Groot,,,0.5,2.62287282,,,,,,,,,,,,,387.0236261,,,,,,1412,,,,,,,,,,,,0.046,,22.73086281,
Sonchus arvensis,Sonchusarvensis,Groot,,,15.1,,,,,,,,,,,,,,,,,1.3,,,30,,,,,,,,,,,,,,,
Sonchus asper,Sonchusasper,Groot,,,,0.1419,,,,,,,,,,,,,,,,3.65927982,,,40,,,,,,,0.301036269,,,,,,955.9418683,223.2180487,
Sonchus bulbosus,Sonchusbulbosus,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonchus palustris,Sonchuspalustris,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonneratia alba,Sonneratiaalba,Groot,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
Sonneratia caseolaris,Sonneratiacaseolaris,Groot,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,
Sophora davidii,Sophoradavidii,Groot,,,,,,,,,,,,,,,,,,,,,,,,15.6,,2.49,,,,,,,,,0.225257291,,2.224804381,
Sophora flavescens,Sophoraflavescens,Groot,,,,,,,,,,,,,,,,,,,,,,,,16.61,,,,,,,,,,,,,4.73,
Sophora microphylla,Sophoramicrophylla,Groot,,,,1.5438,,4.437117385,,,,,,,,,,,,,,,,,,32.7,,,,,,0.569269727,,,,,,,78.76996218,
Sorbaria sorbifolia,Sorbariasorbifolia,Groot,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,
Sorbus aucuparia,Sorbusaucuparia,Groot,,,,2.793,,,,474.4272624,45.18931557,,,0.435497835,,,,,208.0316509,,,0.095609308,,,923,10.49866006,,0.823445398,,1604.69,0.514838579,,,,,,,,,
Sorbus discolor,Sorbusdiscolor,Groot,,,,0.40765,,,,932.4033471,60.24878359,,,,,,,,,,,,,,,30.96618924,,,,,,0.504697713,,,,,,,241.8785207,
Sorbus intermedia,Sorbusintermedia,Groot,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,
Sorbus persica,Sorbuspersica,Groot,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,
Sorbus pohuashanensis,Sorbuspohuashanensis,Groot,,,,2.062991596,,,21.333,,,,,,,,,,,,,,,,,66.8,,,,,,2.838271407,,,,,,,159.9857912,
Sorbus sibirica,Sorbussibirica,Groot,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,
Sorghastrum nutans,Sorghastrumnutans,Groot,,,,4.5742,,,,,61,,,,,,1409,,,2.207929474,,9.415742086,,,,102.89189,,,,,,5.84907978,,,,,,,1850.213991,111.6581547
Sorghum ,Sorghum,Groot,,,,,,,,393,66.5,,,,,,,,190,,,,,,,6,,,,,,,500,,,,,,,
Sorghum arundinaceum,Sorghumarundinaceum,Groot,,,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,
Sorghum bicolor,Sorghumbicolor,Groot,,,,0.414,,,,,,,,,,,,,,,,3.539,,,,,,3.79,,,,0.062,,,,,,,128.054,
Sorghum halepense,Sorghumhalepense,Groot,,,13,,,,,,,,,,,,,,,,,1.93,,,50,,,,,,,,,,,,,,,
Sorghum intrans,Sorghumintrans,Groot,,,,0.7,,,,2035.7,,,,,,,,,690,,,,,,,19.3,,,,,,1.37,2990,,,,,,,
Sorghum plumosum,Sorghumplumosum,Groot,,,,2.4,,,,2632.5,,,,,,,,,880,,,,,,,15.1,,,,,,3.59,3880,,,,,,,
Sorghum saccharatum,Sorghumsaccharatum,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Sorghum sudanense,Sorghumsudanense,Groot,,,,0.429,,,,,,,,,,,,,,,,0.498,,,,,,,,,,0.069,,,,,,,103.672,
Sparganium angustifolium,Sparganiumangustifolium,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparganium emersum,Sparganiumemersum,Groot,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparganium erectum,Sparganiumerectum,Groot,,,16.9,,,,,,,,,,,,,,,,,,,,,24.5,10.65217391,2.3,,,,,,,,,,,,
Sparganium eurycarpum,Sparganiumeurycarpum,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,
Sparganium minimum,Sparganiumminimum,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Sparganium natans,Sparganiumnatans,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spartina ,Spartina,Groot,,,,,,,,367.908,53.32,,,,,,,,134.688,1.99,,,,,,6.9,,,,,,,,,,,,,,
Spartina alterniflora,Spartinaalterniflora,Groot,,,13,,,,,367.908,53.32,,,,,,,,134.688,1.17,,1.03,,,,11.05,,,,,,,,1.184,,,,,,
Spartina anglica,Spartinaanglica,Groot,,,6.8,,,,,3956.018359,,,,,,,,,,5.843,,4.938704774,,,,203.3316205,,14.94260819,,,,,,,,,,,,
Spartina cynosuroides,Spartinacynosuroides,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,,,,,,
Spartina michauxiana,Spartinamichauxiana,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,
Spartina patens,Spartinapatens,Groot,,,,,,,,,,,,,,,,,,1.13,,,,,,50.04640008,,4.06,,,,,,,,,,,,
Spartina pectinata,Spartinapectinata,Groot,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,
Spartina townsendii,Spartinatownsendii,Groot,,,26.5,,,,,,,,,1.1576,,,,,,,,1.84,,,,,,,,,,,,,,,,,,
Spathodea campanulata,Spathodeacampanulata,Groot,,,,0.863666666,,,,856.9767762,,,,,,,,,,,,,,,,58.30777644,,,,,,0.834325684,,,,,,,13.12573858,
Spergula arvensis,Spergulaarvensis,Groot,,,,,,,,,,,,,,,,,,5.383006938,,0.778931372,,,0,,,,,,,,,,,,,,,
Spergularia media,Spergulariamedia,Groot,,,,,,,,3785.158899,,,,,,,,,,,,4.750507757,,,,41.32937012,,8.006659702,,,,,,,,,,,,
Spermacoce hispida,Spermacocehispida,Groot,,,,,,,,,,,,,,,,,,,,,,,49.63,,,,,,,,,,,,,,,
Sphaeralcea coccine,Sphaeralceacoccine,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,
Sphaeralcea coccinea,Sphaeralceacoccinea,Groot,,,,0.3163,,,,,,,,,,,,,,,,,,,,,,,,,,0.312666667,,,,,,,65.5839699,
Sphaeralcea hastulata,Sphaeralceahastulata,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,
Sphaeralcea hastulaw,Sphaeralceahastulaw,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,
Sphaeralcea parvifolia,Sphaeralceaparvifolia,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,
Sphagneticola calendulacea,Sphagneticolacalendulacea,Groot,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,
Sphagneticola trilobata,Sphagneticolatrilobata,Groot,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,
Spinacia oleracea,Spinaciaoleracea,Groot,,,,,,,,,,,,0.0812,,,,,,,,0.489,,,,,,,,,,,,,,,,,,
Spinacia turkestanica,Spinaciaturkestanica,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Spiraea baldshuanica,Spiraeabaldshuanica,Groot,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,
Spiraea betulifolia,Spiraeabetulifolia,Groot,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
Spiraea canescens,Spiraeacanescens,Groot,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
Spiraea chamaedrifolia,Spiraeachamaedrifolia,Groot,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,
Spiraea crenata,Spiraeacrenata,Groot,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,
Spiraea dahurica,Spiraeadahurica,Groot,,,,0.122266667,,,,611.0030012,32.0773888,,,,,,,,,,,,,,,19.0601979,,,,,,0.29141937,,,,,,,290.9055016,
Spiraea decumbens,Spiraeadecumbens,Groot,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,
Spiraea hypericifolia,Spiraeahypericifolia,Groot,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,2,,,
Spiraea japonica,Spiraeajaponica,Groot,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
Spiraea latifolia,Spiraealatifolia,Groot,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
Spiraea media,Spiraeamedia,Groot,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,
Spiraea pubescens,Spiraeapubescens,Groot,,,,0.3721,,,,417.6208623,36.15584102,,,,,,,,,,,,,,,11.55326067,,,,,,0.0625,,,,,,,150.1653333,
Spiranthes aestivalis,Spiranthesaestivalis,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiranthes spiralis,Spiranthesspiralis,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirea alba,Spireaalba,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.85,
Spirorhynchus sabulosus,Spirorhynchussabulosus,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Spondias mombin,Spondiasmombin,Groot,179.1735317,0.590733549,,,,,,,,,,,,,,,,,,7.061630817,,,1175.332,,,,,,,,,,,,,,,
Spondias purpurea,Spondiaspurpurea,Groot,,,,0.888,,,,896.4922332,,,,,,,,,,,,1.07,,,,39.2405355,,,,,,0.645890294,,,,,3,,17.9359174,
Sporobolus brevifolius,Sporobolusbrevifolius,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,
Sporobolus contractus,Sporoboluscontractus,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,
Sporobolus cryptandrus,Sporoboluscryptandrus,Groot,,,,,,,,,,,,,,,,,,,,1.296,,,,111.33433,,,,,,2.38,,,,,1.3388,,248.83,214.8807748
Sporobolus heterolepis,Sporobolusheterolepis,Groot,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,52,
Sporobolus indicus,Sporobolusindicus,Groot,,,,,,,,,,,,,,,,,,,,,,,49.3,,,,,,,,,,,,,,,
Sporobolus interruptus,Sporobolusinterruptus,Groot,,,,,,,,409.4143295,57.46829181,,,,,,,,,,,,,,,7.124177814,,,,,,,,,,,,,236.6643676,
Sporobolus longifolius,Sporoboluslongifolius,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.016,,,
Sporobolus nealleyi,Sporobolusnealleyi,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,
Sporobolus nitens,Sporobolusnitens,Groot,,,,0.6,,,,683.4,,,,,,,,,360,,,,,,,15.1,,,,,,1.11,1330,,,,,,,
Sporobolus pyramidalis,Sporoboluspyramidalis,Groot,,,,0.3,,,,454.7,,,,,,,,,160,,,,,,,4.1,,,,,,0.64,680,,,,,,,
Stachys ,Stachys,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,
Stachys alpina,Stachysalpina,Groot,,,6.8,,,,,,,,,,,,,,,,,,,,,11.56583,,,,,,,,,,,,,,
Stachys balansae,Stachysbalansae,Groot,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,
Stachys macrantha,Stachysmacrantha,Groot,,,,,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,
Stachys nivea,Stachysnivea,Groot,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,
Stachys officinalis,Stachysofficinalis,Groot,,,,,,,,,,,,,,,,,,,,,,,220,11.91541,,,,,,,,,,,,,,
Stachys orientalis,Stachysorientalis,Groot,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,
Stachys ossetica,Stachysossetica,Groot,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,
Stachys palustris,Stachyspalustris,Groot,,,22,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,
Stachys recta,Stachysrecta,Groot,,,,0.164866667,,,,,,,,,,,,,,,,0.820426487,,,,,,,,,,0.356585366,,,,,,688.2302159,134.0813751,
Stachys sylvatica,Stachyssylvatica,Groot,,,22,,,,,,,,,,,,,,,,,1.04,,,,10.7295,,,,,,,,,,,,,,
Staehelina dubia,Staehelinadubia,Groot,,,,,,,,,,,,,,,,,,,,0.328947368,,,,,,,,,,0.57,,,,,,,4.8,
Stauracanthus genistoides,Stauracanthusgenistoides,Groot,,,,0.442,,,,,,,,0.216396371,,,,,,,,,,,,,,,,,,0.747539428,,,,,,139.9530159,13.14242352,
Steganotaenia araliacea,Steganotaeniaaraliacea,Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,
Stellaria alsine,Stellariaalsine,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellaria arenicola,Stellariaarenicola,Groot,,,,3.6698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellaria crassifolia,Stellariacrassifolia,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellaria crassipes,Stellariacrassipes,Groot,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellaria fontana,Stellariafontana,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Stellaria graminea,Stellariagraminea,Groot,,,13,0.135266667,,,,,,,,,,,,,,,,2.351753056,,,0,,,,,,,0.337078652,,,,,,1003.353268,251.0337458,
Stellaria holostea,Stellariaholostea,Groot,,,13,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,
Stellaria longifolia,Stellarialongifolia,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellaria longipes,Stellarialongipes,Groot,,,13,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Stellaria media,Stellariamedia,Groot,,,,0.6281,,,,,,,,0.2835,,,,,,7.546714404,,1.999268341,,,,21.1,,,,133.89,0.336333258,0.207317073,,,,,,851.7678287,365.9557973,
Stellaria neglecta,Stellarianeglecta,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellaria nemorum,Stellarianemorum,Groot,,,19.8,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Stellaria palustris,Stellariapalustris,Groot,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stenosiphon linifolius,stenosiphonlinifolius,Groot,,,,2.0463,,,,,,,,,,,,,,,,2.337113505,,,,,,,,,,2.05260267,,,,,,,501.659522,
Stephanomeria exigua,Stephanomeriaexigua,Groot,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,
Stephanomeria malheurensis,Stephanomeriamalheurensis,Groot,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,
Sterculia lanceolata,Sterculialanceolata,Groot,,,,0.703546667,,,5.92,993.4394473,57.21994905,14.75,114.44,,1.889,,,,,,,,2.60946,0.13444,36,49.75867167,,1.2304,,129.62,0.183625536,0.945633987,,,4.81,2122.7,,,268.4122043,
Sterculia macrophylla,Sterculiamacrophylla,Groot,,,,1.886162159,,,,,,,,,,,,,,,,,,,,,,,,,,0.506321067,,,,,,,0.747257345,2.530405572
Sterculia nobilis,Sterculianobilis,Groot,,,,3.38510102,,,,,,,,,,,,,,,,,,,,,,,,,,1.11214602,,,,,,,161.212,
Sticherus cunninghamii,Sticheruscunninghamii,Groot,,,,0.29,,2.11,,,,1.47,,,2.8,,,,,,,,0.69,,,2.07,,0.08,,,,0.84,,,,,,,16.8,
